,desc,trans,origin,engine,price
4382,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4383,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4384,2000 Lexus RX,automatic,foreign,petrol,2000000
4385,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4386,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4387,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4388,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4389,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4390,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4391,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4392,2015 Toyota Camry,automatic,foreign,petrol,5700000
4393,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4394,2008 Honda CR-V,automatic,foreign,petrol,2800000
4395,2005 Volkswagen LT,,foreign,diesel,2500000
4396,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4397,2013 Toyota Venza,automatic,foreign,petrol,5000000
4398,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4399,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4400,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4401,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4402,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4403,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4404,2000 Lexus RX,automatic,foreign,petrol,2000000
4405,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4406,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4407,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4408,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4409,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4410,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4411,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4412,2015 Toyota Camry,automatic,foreign,petrol,5700000
4413,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4414,2008 Honda CR-V,automatic,foreign,petrol,2800000
4415,2005 Volkswagen LT,,foreign,diesel,2500000
4416,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4417,2013 Toyota Venza,automatic,foreign,petrol,5000000
4418,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4419,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4420,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4421,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4422,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4423,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4424,2000 Lexus RX,automatic,foreign,petrol,2000000
4425,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4426,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4427,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4428,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4429,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4430,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4431,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4432,2015 Toyota Camry,automatic,foreign,petrol,5700000
4433,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4434,2008 Honda CR-V,automatic,foreign,petrol,2800000
4435,2005 Volkswagen LT,,foreign,diesel,2500000
4436,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4437,2013 Toyota Venza,automatic,foreign,petrol,5000000
4438,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4439,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4440,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4441,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4442,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4443,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4444,2000 Lexus RX,automatic,foreign,petrol,2000000
4445,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4446,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4447,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4448,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4449,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4450,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4451,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4452,2015 Toyota Camry,automatic,foreign,petrol,5700000
4453,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4454,2008 Honda CR-V,automatic,foreign,petrol,2800000
4455,2005 Volkswagen LT,,foreign,diesel,2500000
4456,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4457,2013 Toyota Venza,automatic,foreign,petrol,5000000
4458,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4459,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4460,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4461,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4462,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4463,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4464,2000 Lexus RX,automatic,foreign,petrol,2000000
4465,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4466,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4467,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4468,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4469,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4470,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4471,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4472,2015 Toyota Camry,automatic,foreign,petrol,5700000
4473,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4474,2008 Honda CR-V,automatic,foreign,petrol,2800000
4475,2005 Volkswagen LT,,foreign,diesel,2500000
4476,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4477,2013 Toyota Venza,automatic,foreign,petrol,5000000
4478,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4479,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4480,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4481,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4482,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4483,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4484,2000 Lexus RX,automatic,foreign,petrol,2000000
4485,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4486,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4487,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4488,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4489,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4490,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4491,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4492,2015 Toyota Camry,automatic,foreign,petrol,5700000
4493,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4494,2008 Honda CR-V,automatic,foreign,petrol,2800000
4495,2005 Volkswagen LT,,foreign,diesel,2500000
4496,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4497,2013 Toyota Venza,automatic,foreign,petrol,5000000
4498,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4499,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4500,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4501,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4502,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4503,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4504,2000 Lexus RX,automatic,foreign,petrol,2000000
4505,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4506,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4507,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4508,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4509,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4510,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4511,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4512,2015 Toyota Camry,automatic,foreign,petrol,5700000
4513,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4514,2008 Honda CR-V,automatic,foreign,petrol,2800000
4515,2005 Volkswagen LT,,foreign,diesel,2500000
4516,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4517,2013 Toyota Venza,automatic,foreign,petrol,5000000
4518,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4519,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4520,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4521,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4522,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4523,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4524,2000 Lexus RX,automatic,foreign,petrol,2000000
4525,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4526,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4527,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4528,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4529,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4530,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4531,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4532,2015 Toyota Camry,automatic,foreign,petrol,5700000
4533,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4534,2008 Honda CR-V,automatic,foreign,petrol,2800000
4535,2005 Volkswagen LT,,foreign,diesel,2500000
4536,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4537,2013 Toyota Venza,automatic,foreign,petrol,5000000
4538,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4539,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4540,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4541,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4542,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4543,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4544,2000 Lexus RX,automatic,foreign,petrol,2000000
4545,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4546,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4547,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4548,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4549,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4550,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4551,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4552,2015 Toyota Camry,automatic,foreign,petrol,5700000
4553,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4554,2008 Honda CR-V,automatic,foreign,petrol,2800000
4555,2005 Volkswagen LT,,foreign,diesel,2500000
4556,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4557,2013 Toyota Venza,automatic,foreign,petrol,5000000
4558,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4559,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4560,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4561,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4562,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4563,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4564,2000 Lexus RX,automatic,foreign,petrol,2000000
4565,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4566,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4567,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4568,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4569,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4570,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4571,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4572,2015 Toyota Camry,automatic,foreign,petrol,5700000
4573,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4574,2008 Honda CR-V,automatic,foreign,petrol,2800000
4575,2005 Volkswagen LT,,foreign,diesel,2500000
4576,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4577,2013 Toyota Venza,automatic,foreign,petrol,5000000
4578,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4579,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4580,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4581,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4582,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4583,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4584,2000 Lexus RX,automatic,foreign,petrol,2000000
4585,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4586,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4587,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4588,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4589,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4590,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4591,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4592,2015 Toyota Camry,automatic,foreign,petrol,5700000
4593,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4594,2008  Honda CR-V,automatic,foreign,petrol,2800000
4595,2005 Volkswagen LT,,foreign,diesel,2500000
4596,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4597,2013 Toyota Venza,automatic,foreign,petrol,5000000
4598,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4599,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4600,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4601,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4602,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4603,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4604,2000 Lexus RX,automatic,foreign,petrol,2000000
4605,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4606,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4607,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4608,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4609,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4610,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4611,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4612,2015 Toyota Camry,automatic,foreign,petrol,5700000
4613,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4614,2008 Honda CR-V,automatic,foreign,petrol,2800000
4615,2005 Volkswagen LT,,foreign,diesel,2500000
4616,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4617,2013 Toyota Venza,automatic,foreign,petrol,5000000
4618,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4619,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4620,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4621,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4622,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4623,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4624,2000 Lexus RX,automatic,foreign,petrol,2000000
4625,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4626,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4627,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4628,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4629,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4630,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4631,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4632,2015 Toyota Camry,automatic,foreign,petrol,5700000
4633,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4634,2008 Honda CR-V,automatic,foreign,petrol,2800000
4635,2005 Volkswagen LT,,foreign,diesel,2500000
4636,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4637,2013 Toyota Venza,automatic,foreign,petrol,5000000
4638,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4639,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4640,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4641,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4642,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4643,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4644,2000 Lexus RX,automatic,foreign,petrol,2000000
4645,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4646,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4647,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4648,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4649,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4650,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4651,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4652,2015 Toyota Camry,automatic,foreign,petrol,5700000
4653,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4654,2008  Honda CR-V,automatic,foreign,petrol,2800000
4655,2005 Volkswagen LT,,foreign,diesel,2500000
4656,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4657,2013 Toyota Venza,automatic,foreign,petrol,5000000
4658,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4659,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4660,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4661,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4662,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4663,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4664,2000 Lexus RX,automatic,foreign,petrol,2000000
4665,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4666,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4667,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4668,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4669,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4670,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4671,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4672,2015 Toyota Camry,automatic,foreign,petrol,5700000
4673,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4674,2008 Honda CR-V,automatic,foreign,petrol,2800000
4675,2005 Volkswagen LT,,foreign,diesel,2500000
4676,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4677,2013 Toyota Venza,automatic,foreign,petrol,5000000
4678,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4679,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4680,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4681,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4682,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4683,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4684,2000 Lexus RX,automatic,foreign,petrol,2000000
4685,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4686,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4687,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4688,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
